Country,ClusterID
Afghanistan,0
Mauritius,0
"Micronesia, Fed. Sts.",0
Moldova,0
Mongolia,0
Montenegro,0
Morocco,0
Mauritania,0
Mozambique,0
Namibia,0
Nepal,0
Niger,0
Nigeria,0
Pakistan,0
Panama,0
Myanmar,0
Paraguay,0
Mali,0
Malaysia,0
Jordan,0
Kazakhstan,0
Kenya,0
Kiribati,0
Yemen,0
Lao,0
Maldives,0
Latvia,0
Lesotho,0
Liberia,0
Lithuania,0
"Macedonia, FYR",0
Madagascar,0
Malawi,0
Lebanon,0
Peru,0
Philippines,0
Poland,0
Thailand,0
Timor-Leste,0
Togo,0
Tonga,0
Tunisia,0
Turkey,0
Tanzania,0
Turkmenistan,0
Ukraine,0
Uruguay,0
Uzbekistan,0
Vanuatu,0
Venezuela,0
Vietnam,0
Uganda,0
Tajikistan,0
Suriname,0
Sudan,0
Romania,0
Russia,0
Rwanda,0
Samoa,0
Senegal,0
Serbia,0
Seychelles,0
Sierra Leone,0
Slovak Republic,0
Slovenia,0
Solomon Islands,0
South Africa,0
South Korea,0
Sri Lanka,0
St. Vincent and the Grenadines,0
Jamaica,0
Iraq,0
Kyrgyz Republic,0
Comoros,0
Burkina Faso,0
Burundi,0
Cambodia,0
Cameroon,0
Cape Verde,0
Central African Republic,0
Bulgaria,0
Chad,0
China,0
Colombia,0
Iran,0
"Congo, Dem. Rep.",0
"Congo, Rep.",0
Costa Rica,0
Chile,0
Brazil,0
Botswana,0
Bosnia and Herzegovina,0
Albania,0
Algeria,0
Angola,0
Antigua and Barbuda,0
Argentina,0
Armenia,0
Azerbaijan,0
Bahamas,0
Bangladesh,0
Barbados,0
Belarus,0
Belize,0
Benin,0
Bhutan,0
Bolivia,0
Cote d'Ivoire,0
Croatia,0
Zambia,0
Ghana,0
Grenada,0
Guinea-Bissau,0
Guyana,0
Cyprus,0
Haiti,0
Georgia,0
Hungary,0
Gambia,0
Gabon,0
Guatemala,0
Fiji,0
Estonia,0
Guinea,0
India,0
Czech Republic,0
Indonesia,0
Ecuador,0
Egypt,0
El Salvador,0
Dominican Republic,0
Equatorial Guinea,0
Eritrea,0
Australia,1
Iceland,1
United States,1
Japan,1
Bahrain,1
Kuwait,1
United Kingdom,1
Italy,1
Belgium,1
Israel,1
Austria,1
United Arab Emirates,1
Netherlands,1
Sweden,1
New Zealand,1
Denmark,1
Norway,1
Oman,1
Portugal,1
Qatar,1
Malta,1
Finland,1
Switzerland,1
Saudi Arabia,1
France,1
Singapore,1
Germany,1
Brunei,1
Luxembourg,1
Spain,1
Libya,1
Greece,1
Canada,1
Ireland,1
