Country,ClusterID
Kyrgyz Republic,0
Maldives,0
Malaysia,0
Thailand,0
Timor-Leste,0
"Macedonia, FYR",0
Lithuania,0
Liberia,0
Lesotho,0
Lebanon,0
Latvia,0
Lao,0
Yemen,0
Tajikistan,0
Kiribati,0
Kazakhstan,0
Jordan,0
Jamaica,0
Iraq,0
Iran,0
Indonesia,0
South Korea,0
Hungary,0
Tunisia,0
Guyana,0
Turkey,0
Turkmenistan,0
Tonga,0
Mauritania,0
Mauritius,0
"Micronesia, Fed. Sts.",0
South Africa,0
Solomon Islands,0
Slovenia,0
Slovak Republic,0
Sri Lanka,0
St. Vincent and the Grenadines,0
Seychelles,0
Serbia,0
Sudan,0
Samoa,0
Suriname,0
Russia,0
Romania,0
Poland,0
Philippines,0
Peru,0
Paraguay,0
Panama,0
Pakistan,0
Nigeria,0
Nepal,0
Namibia,0
Myanmar,0
Morocco,0
Montenegro,0
Mongolia,0
Moldova,0
Guatemala,0
Grenada,0
India,0
Ghana,0
"Congo, Rep.",0
Bangladesh,0
Barbados,0
Colombia,0
China,0
Chile,0
Belarus,0
Uruguay,0
Cape Verde,0
Ukraine,0
Uzbekistan,0
Vanuatu,0
Venezuela,0
Bulgaria,0
Belize,0
Vietnam,0
Brazil,0
Botswana,0
Bhutan,0
Bolivia,0
Cambodia,0
Croatia,0
Costa Rica,0
Czech Republic,0
Albania,0
Georgia,0
Algeria,0
Gabon,0
Angola,0
Antigua and Barbuda,0
Argentina,0
Fiji,0
Estonia,0
Eritrea,0
Equatorial Guinea,0
Cyprus,0
Armenia,0
El Salvador,0
Azerbaijan,0
Egypt,0
Ecuador,0
Dominican Republic,0
Bahamas,0
Bosnia and Herzegovina,0
Austria,1
Belgium,1
Portugal,1
Qatar,1
Bahrain,1
Saudi Arabia,1
Oman,1
Australia,1
Canada,1
Sweden,1
Germany,1
France,1
Finland,1
Iceland,1
Ireland,1
Israel,1
Italy,1
Japan,1
Denmark,1
Norway,1
Kuwait,1
United Arab Emirates,1
United Kingdom,1
United States,1
Greece,1
Switzerland,1
Brunei,1
Netherlands,1
New Zealand,1
Libya,1
Spain,1
Togo,2
Tanzania,2
Uganda,2
Afghanistan,2
Sierra Leone,2
Benin,2
Burkina Faso,2
Burundi,2
Cameroon,2
Central African Republic,2
Chad,2
Comoros,2
"Congo, Dem. Rep.",2
Cote d'Ivoire,2
Gambia,2
Guinea,2
Guinea-Bissau,2
Haiti,2
Kenya,2
Madagascar,2
Malawi,2
Mali,2
Mozambique,2
Niger,2
Rwanda,2
Senegal,2
Zambia,2
Luxembourg,3
Malta,3
Singapore,3
