Country,ClusterID
"Micronesia, Fed. Sts.",-1
Serbia,-1
Grenada,-1
Greece,-1
Seychelles,-1
Germany,-1
Luxembourg,-1
Singapore,-1
Slovak Republic,-1
Lithuania,-1
France,-1
Slovenia,-1
Estonia,-1
"Macedonia, FYR",-1
Equatorial Guinea,-1
South Africa,-1
Egypt,-1
South Korea,-1
Dominican Republic,-1
Finland,-1
Denmark,-1
Saudi Arabia,-1
Russia,-1
New Zealand,-1
Norway,-1
Kuwait,-1
Oman,-1
Netherlands,-1
Kazakhstan,-1
Poland,-1
Japan,-1
Libya,-1
Portugal,-1
Israel,-1
Ireland,-1
Iraq,-1
Iran,-1
Qatar,-1
Romania,-1
Iceland,-1
Hungary,-1
Italy,-1
Latvia,-1
Czech Republic,-1
Croatia,-1
United Kingdom,-1
United States,-1
Uruguay,-1
Belgium,-1
Belarus,-1
Barbados,-1
Malta,-1
Bahrain,-1
United Arab Emirates,-1
Bahamas,-1
Austria,-1
Australia,-1
Vanuatu,-1
Argentina,-1
Antigua and Barbuda,-1
Venezuela,-1
Algeria,-1
Montenegro,-1
Azerbaijan,-1
Cyprus,-1
Lebanon,-1
Brazil,-1
Spain,-1
Costa Rica,-1
St. Vincent and the Grenadines,-1
Suriname,-1
Colombia,-1
Sweden,-1
Chile,-1
Botswana,-1
Switzerland,-1
Malaysia,-1
Canada,-1
Thailand,-1
Timor-Leste,-1
Maldives,-1
Turkey,-1
Bulgaria,-1
Brunei,-1
Nepal,0
Myanmar,0
Mozambique,0
Afghanistan,0
Pakistan,0
Rwanda,0
Senegal,0
Sierra Leone,0
Moldova,0
Sudan,0
Tajikistan,0
Tanzania,0
Togo,0
Uganda,0
Uzbekistan,0
Vietnam,0
Niger,0
Solomon Islands,0
Kyrgyz Republic,0
Zambia,0
Comoros,0
"Congo, Dem. Rep.",0
Central African Republic,0
Cote d'Ivoire,0
Cameroon,0
Eritrea,0
Cambodia,0
Burundi,0
Gambia,0
Ghana,0
Guinea,0
Guinea-Bissau,0
Burkina Faso,0
Haiti,0
India,0
Chad,0
Mauritania,0
Mali,0
Malawi,0
Bangladesh,0
Madagascar,0
Kenya,0
Kiribati,0
Yemen,0
Liberia,0
Lesotho,0
Benin,0
Lao,0
Albania,1
Ecuador,1
Peru,1
Tunisia,1
Turkmenistan,1
China,1
Bosnia and Herzegovina,1
Jordan,1
Angola,2
Cape Verde,2
Ukraine,2
Bhutan,2
Armenia,2
Tonga,2
Mongolia,2
Sri Lanka,2
El Salvador,2
Fiji,2
Morocco,2
Georgia,2
Guatemala,2
Samoa,2
Guyana,2
Indonesia,2
Paraguay,2
"Congo, Rep.",3
Bolivia,3
Philippines,3
Nigeria,3
Namibia,4
Jamaica,4
Belize,4
Mauritius,5
Panama,5
Gabon,5
